"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2015년 12월 02일","1,300,000","1,321,000","1,322,000","1,294,000","226.94K","-1.59%"
"2015년 12월 01일","1,321,000","1,294,000","1,322,000","1,288,000","234.22K","2.88%"
"2015년 11월 30일","1,284,000","1,325,000","1,325,000","1,284,000","524.19K","-3.24%"
"2015년 11월 29일","1,327,000","1,327,000","1,327,000","1,327,000","0.03K","0.00%"
"2015년 11월 27일","1,327,000","1,345,000","1,349,000","1,327,000","169.77K","-0.60%"
"2015년 11월 26일","1,335,000","1,299,000","1,340,000","1,299,000","181.70K","2.77%"
"2015년 11월 25일","1,299,000","1,300,000","1,310,000","1,299,000","142.61K","0.00%"
"2015년 11월 24일","1,299,000","1,282,000","1,305,000","1,282,000","153.09K","1.33%"
"2015년 11월 23일","1,282,000","1,285,000","1,302,000","1,281,000","197.45K","-0.23%"
"2015년 11월 22일","1,285,000","1,285,000","1,285,000","1,285,000","-","0.00%"
"2015년 11월 20일","1,285,000","1,289,000","1,296,000","1,278,000","168.72K","-0.31%"
"2015년 11월 19일","1,289,000","1,290,000","1,290,000","1,271,000","189.96K","0.62%"
"2015년 11월 18일","1,281,000","1,272,000","1,290,000","1,272,000","167.41K","0.87%"
"2015년 11월 17일","1,270,000","1,275,000","1,290,000","1,270,000","185.65K","0.55%"
"2015년 11월 16일","1,263,000","1,291,000","1,291,000","1,263,000","183.50K","-2.85%"
"2015년 11월 15일","1,300,000","1,300,000","1,300,000","1,300,000","0.00K","0.00%"
"2015년 11월 13일","1,300,000","1,317,000","1,317,000","1,300,000","177.62K","-1.29%"
"2015년 11월 12일","1,317,000","1,333,000","1,334,000","1,317,000","156.16K","-1.20%"
"2015년 11월 11일","1,333,000","1,321,000","1,345,000","1,321,000","140.44K","0.91%"
"2015년 11월 10일","1,321,000","1,336,000","1,341,000","1,314,000","197.47K","-1.71%"
"2015년 11월 09일","1,344,000","1,338,000","1,344,000","1,321,000","185.42K","0.45%"
"2015년 11월 08일","1,338,000","1,338,000","1,338,000","1,338,000","0.07K","0.00%"
"2015년 11월 06일","1,338,000","1,343,000","1,348,000","1,330,000","157.73K","-0.30%"
"2015년 11월 05일","1,342,000","1,330,000","1,354,000","1,330,000","172.84K","0.90%"
"2015년 11월 04일","1,330,000","1,352,000","1,361,000","1,326,000","277.60K","-1.63%"
"2015년 11월 03일","1,352,000","1,381,000","1,381,000","1,350,000","297.60K","-2.24%"
"2015년 11월 02일","1,383,000","1,385,000","1,393,000","1,374,000","365.16K","0.80%"
"2015년 11월 01일","1,372,000","1,372,000","1,372,000","1,372,000","-","0.00%"
"2015년 10월 30일","1,372,000","1,345,000","1,390,000","1,341,000","499.22K","3.55%"
"2015년 10월 29일","1,325,000","1,330,000","1,392,000","1,324,000","622.86K","1.30%"
"2015년 10월 28일","1,308,000","1,294,000","1,308,000","1,291,000","257.99K","0.77%"
"2015년 10월 27일","1,298,000","1,282,000","1,299,000","1,281,000","131.35K","0.46%"
"2015년 10월 26일","1,292,000","1,298,000","1,298,000","1,272,000","152.07K","0.23%"
"2015년 10월 23일","1,289,000","1,300,000","1,300,000","1,278,000","252.62K","0.70%"
"2015년 10월 22일","1,280,000","1,280,000","1,295,000","1,269,000","229.66K","0.79%"
"2015년 10월 21일","1,270,000","1,265,000","1,282,000","1,259,000","139.50K","0.32%"
"2015년 10월 20일","1,266,000","1,260,000","1,273,000","1,256,000","137.87K","0.80%"
"2015년 10월 19일","1,256,000","1,257,000","1,265,000","1,249,000","116.84K","-0.71%"
"2015년 10월 18일","1,265,000","1,265,000","1,265,000","1,265,000","0.02K","0.00%"
"2015년 10월 16일","1,265,000","1,265,000","1,269,000","1,259,000","142.12K","-0.32%"
"2015년 10월 15일","1,269,000","1,244,000","1,282,000","1,243,000","243.66K","1.20%"
"2015년 10월 14일","1,254,000","1,248,000","1,260,000","1,237,000","174.92K","0.16%"
"2015년 10월 13일","1,252,000","1,260,000","1,272,000","1,248,000","195.35K","-0.63%"
"2015년 10월 12일","1,260,000","1,260,000","1,263,000","1,247,000","302.19K","-0.79%"
"2015년 10월 11일","1,270,000","1,270,000","1,270,000","1,270,000","0.19K","0.00%"
"2015년 10월 08일","1,270,000","1,250,000","1,279,000","1,250,000","501.08K","1.52%"
"2015년 10월 07일","1,251,000","1,198,000","1,252,000","1,186,000","796.77K","8.69%"
"2015년 10월 06일","1,151,000","1,130,000","1,155,000","1,127,000","372.40K","3.23%"
"2015년 10월 05일","1,115,000","1,119,000","1,131,000","1,115,000","211.52K","-0.36%"
"2015년 10월 02일","1,119,000","1,112,000","1,133,000","1,112,000","249.06K","-1.32%"
"2015년 10월 01일","1,134,000","1,140,000","1,145,000","1,121,000","229.67K","0.00%"
"2015년 09월 30일","1,134,000","1,100,000","1,134,000","1,090,000","354.24K","1.98%"
"2015년 09월 29일","1,112,000","1,112,000","1,112,000","1,112,000","0.06K","0.00%"
"2015년 09월 25일","1,112,000","1,120,000","1,125,000","1,109,000","187.68K","-1.24%"
"2015년 09월 24일","1,126,000","1,126,000","1,135,000","1,125,000","132.28K","-0.44%"
"2015년 09월 23일","1,131,000","1,144,000","1,144,000","1,125,000","195.67K","-1.22%"
"2015년 09월 22일","1,145,000","1,143,000","1,150,000","1,130,000","246.92K","-0.43%"
"2015년 09월 21일","1,150,000","1,163,000","1,173,000","1,150,000","197.29K","-3.36%"
"2015년 09월 20일","1,190,000","1,190,000","1,190,000","1,190,000","0.02K","0.00%"
"2015년 09월 18일","1,190,000","1,145,000","1,192,000","1,135,000","421.31K","2.85%"
"2015년 09월 17일","1,157,000","1,153,000","1,157,000","1,144,000","253.47K","0.43%"
"2015년 09월 16일","1,152,000","1,121,000","1,157,000","1,121,000","338.87K","2.58%"
"2015년 09월 15일","1,123,000","1,114,000","1,128,000","1,113,000","212.95K","-0.09%"
"2015년 09월 14일","1,124,000","1,120,000","1,124,000","1,110,000","164.20K","0.81%"
"2015년 09월 13일","1,115,000","1,115,000","1,115,000","1,115,000","-","0.00%"
"2015년 09월 11일","1,115,000","1,126,000","1,133,000","1,115,000","202.74K","-1.68%"
"2015년 09월 10일","1,134,000","1,130,000","1,139,000","1,118,000","357.11K","-1.13%"
"2015년 09월 09일","1,147,000","1,146,000","1,147,000","1,136,000","235.76K","1.41%"
"2015년 09월 08일","1,131,000","1,113,000","1,136,000","1,106,000","181.63K","1.71%"
"2015년 09월 07일","1,112,000","1,129,000","1,129,000","1,105,000","191.48K","-1.51%"
"2015년 09월 06일","1,129,000","1,129,000","1,129,000","1,129,000","0.08K","0.00%"
"2015년 09월 04일","1,129,000","1,144,000","1,144,000","1,118,000","249.85K","0.62%"
"2015년 09월 03일","1,122,000","1,102,000","1,123,000","1,093,000","303.77K","2.94%"
"2015년 09월 02일","1,090,000","1,069,000","1,095,000","1,065,000","312.35K","0.46%"
"2015년 09월 01일","1,085,000","1,089,000","1,098,000","1,081,000","237.36K","-0.37%"
"2015년 08월 31일","1,089,000","1,071,000","1,089,000","1,052,000","407.36K","0.74%"
"2015년 08월 30일","1,081,000","1,081,000","1,081,000","1,081,000","0.12K","0.00%"
"2015년 08월 28일","1,081,000","1,086,000","1,086,000","1,073,000","460.24K","1.31%"
"2015년 08월 27일","1,067,000","1,082,000","1,086,000","1,063,000","493.11K","0.00%"
"2015년 08월 26일","1,067,000","1,068,000","1,074,000","1,050,000","553.23K","-1.11%"
"2015년 08월 25일","1,079,000","1,079,000","1,107,000","1,067,000","390.91K","0.00%"
"2015년 08월 24일","1,079,000","1,088,000","1,115,000","1,033,000","447.19K","-2.00%"
"2015년 08월 23일","1,101,000","1,101,000","1,101,000","1,101,000","0.08K","0.00%"
"2015년 08월 21일","1,101,000","1,099,000","1,128,000","1,096,000","406.15K","-3.34%"
"2015년 08월 20일","1,139,000","1,163,000","1,171,000","1,130,000","215.68K","-1.30%"
"2015년 08월 19일","1,154,000","1,169,000","1,176,000","1,141,000","400.27K","2.03%"
"2015년 08월 18일","1,131,000","1,118,000","1,141,000","1,117,000","223.67K","2.45%"
"2015년 08월 17일","1,104,000","1,140,000","1,141,000","1,104,000","226.39K","-3.16%"
"2015년 08월 16일","1,140,000","1,140,000","1,140,000","1,140,000","0.08K","0.00%"
"2015년 08월 13일","1,140,000","1,153,000","1,153,000","1,138,000","149.62K","-1.21%"
"2015년 08월 12일","1,154,000","1,150,000","1,164,000","1,140,000","222.94K","-0.26%"
"2015년 08월 11일","1,157,000","1,151,000","1,179,000","1,148,000","229.25K","1.40%"
"2015년 08월 10일","1,141,000","1,140,000","1,142,000","1,130,000","114.28K","0.44%"
"2015년 08월 09일","1,136,000","1,136,000","1,136,000","1,136,000","0.03K","0.00%"
"2015년 08월 07일","1,136,000","1,120,000","1,137,000","1,115,000","255.32K","1.88%"
"2015년 08월 06일","1,115,000","1,155,000","1,156,000","1,115,000","400.77K","-3.80%"
"2015년 08월 05일","1,159,000","1,182,000","1,182,000","1,158,000","249.72K","-1.95%"
"2015년 08월 04일","1,182,000","1,175,000","1,187,000","1,170,000","188.61K","0.60%"
"2015년 08월 03일","1,175,000","1,184,000","1,184,000","1,166,000","190.50K","-0.84%"
"2015년 08월 02일","1,185,000","1,185,000","1,185,000","1,185,000","0.03K","0.00%"
"2015년 07월 31일","1,185,000","1,220,000","1,222,000","1,175,000","371.18K","-2.47%"
"2015년 07월 30일","1,215,000","1,258,000","1,260,000","1,215,000","307.77K","-3.80%"
"2015년 07월 29일","1,263,000","1,250,000","1,275,000","1,231,000","272.37K","2.68%"
"2015년 07월 28일","1,230,000","1,224,000","1,251,000","1,219,000","252.48K","0.00%"
"2015년 07월 27일","1,230,000","1,229,000","1,247,000","1,228,000","198.66K","0.08%"
"2015년 07월 26일","1,229,000","1,229,000","1,229,000","1,229,000","0.05K","0.00%"
"2015년 07월 24일","1,229,000","1,227,000","1,238,000","1,224,000","195.74K","-0.41%"
"2015년 07월 23일","1,234,000","1,244,000","1,253,000","1,234,000","198.79K","-1.52%"
"2015년 07월 22일","1,253,000","1,244,000","1,260,000","1,235,000","266.78K","-0.79%"
"2015년 07월 21일","1,263,000","1,275,000","1,277,000","1,247,000","193.61K","-0.94%"
"2015년 07월 20일","1,275,000","1,291,000","1,304,000","1,273,000","128.25K","-2.30%"
"2015년 07월 19일","1,305,000","1,305,000","1,305,000","1,305,000","-","0.00%"
"2015년 07월 17일","1,305,000","1,300,000","1,311,000","1,278,000","297.03K","1.79%"
"2015년 07월 16일","1,282,000","1,223,000","1,287,000","1,223,000","219.35K","3.81%"
"2015년 07월 15일","1,235,000","1,225,000","1,238,000","1,224,000","167.23K","0.82%"
"2015년 07월 14일","1,225,000","1,265,000","1,270,000","1,221,000","369.13K","-3.24%"
"2015년 07월 13일","1,266,000","1,250,000","1,272,000","1,245,000","153.34K","0.56%"
"2015년 07월 12일","1,259,000","1,259,000","1,259,000","1,259,000","0.03K","0.00%"
"2015년 07월 10일","1,259,000","1,257,000","1,266,000","1,248,000","174.78K","-0.47%"
"2015년 07월 09일","1,265,000","1,230,000","1,265,000","1,226,000","274.22K","2.10%"
"2015년 07월 08일","1,239,000","1,240,000","1,251,000","1,232,000","215.39K","-0.08%"
"2015년 07월 07일","1,240,000","1,220,000","1,259,000","1,220,000","237.22K","0.81%"
"2015년 07월 06일","1,230,000","1,253,000","1,260,000","1,223,000","196.76K","-3.00%"
"2015년 07월 05일","1,268,000","1,268,000","1,268,000","1,268,000","0.06K","0.00%"
"2015년 07월 03일","1,268,000","1,287,000","1,294,000","1,267,000","139.35K","-2.39%"
"2015년 07월 02일","1,299,000","1,286,000","1,304,000","1,285,000","151.44K","0.31%"
"2015년 07월 01일","1,295,000","1,268,000","1,302,000","1,259,000","161.75K","2.13%"
"2015년 06월 30일","1,268,000","1,276,000","1,285,000","1,266,000","197.26K","-1.01%"
"2015년 06월 29일","1,281,000","1,269,000","1,285,000","1,256,000","229.47K","0.23%"
"2015년 06월 28일","1,278,000","1,278,000","1,278,000","1,278,000","0.02K","0.00%"
"2015년 06월 26일","1,278,000","1,252,000","1,290,000","1,252,000","206.76K","0.71%"
"2015년 06월 25일","1,269,000","1,290,000","1,303,000","1,269,000","202.41K","-2.53%"
"2015년 06월 24일","1,302,000","1,300,000","1,311,000","1,291,000","195.47K","-1.44%"
"2015년 06월 23일","1,321,000","1,309,000","1,328,000","1,291,000","201.88K","3.12%"
"2015년 06월 22일","1,281,000","1,291,000","1,296,000","1,276,000","124.61K","1.18%"
"2015년 06월 19일","1,266,000","1,266,000","1,278,000","1,260,000","140.65K","0.08%"
"2015년 06월 18일","1,265,000","1,259,000","1,279,000","1,251,000","153.22K","0.88%"
"2015년 06월 17일","1,254,000","1,250,000","1,266,000","1,240,000","188.91K","-0.08%"
"2015년 06월 16일","1,255,000","1,270,000","1,274,000","1,245,000","255.21K","-1.18%"
"2015년 06월 15일","1,270,000","1,255,000","1,274,000","1,255,000","124.29K","-0.55%"
"2015년 06월 14일","1,277,000","1,277,000","1,277,000","1,277,000","0.01K","0.00%"
"2015년 06월 12일","1,277,000","1,278,000","1,287,000","1,264,000","214.65K","1.59%"
"2015년 06월 11일","1,257,000","1,263,000","1,274,000","1,253,000","305.13K","-0.40%"
"2015년 06월 10일","1,262,000","1,282,000","1,294,000","1,262,000","249.47K","-1.56%"
"2015년 06월 09일","1,282,000","1,300,000","1,310,000","1,268,000","272.13K","-2.44%"
"2015년 06월 08일","1,314,000","1,345,000","1,347,000","1,313,000","197.28K","-2.01%"
"2015년 06월 07일","1,341,000","1,341,000","1,341,000","1,341,000","0.08K","0.00%"
"2015년 06월 05일","1,341,000","1,325,000","1,355,000","1,320,000","191.42K","0.30%"
"2015년 06월 04일","1,337,000","1,315,000","1,341,000","1,305,000","387.56K","5.03%"
"2015년 06월 03일","1,273,000","1,303,000","1,316,000","1,265,000","233.35K","-2.30%"
"2015년 06월 02일","1,303,000","1,300,000","1,303,000","1,288,000","174.54K","0.93%"
"2015년 06월 01일","1,291,000","1,300,000","1,301,000","1,288,000","198.52K","-1.22%"
"2015년 05월 29일","1,307,000","1,320,000","1,321,000","1,297,000","340.16K","-0.15%"
"2015년 05월 28일","1,309,000","1,317,000","1,321,000","1,301,000","294.50K","-0.38%"
"2015년 05월 27일","1,314,000","1,360,000","1,366,000","1,313,000","341.53K","-3.52%"
"2015년 05월 26일","1,362,000","1,366,000","1,369,000","1,336,000","193.58K","0.89%"
"2015년 05월 25일","1,350,000","1,350,000","1,350,000","1,350,000","0.04K","0.00%"
"2015년 05월 22일","1,350,000","1,353,000","1,353,000","1,335,000","163.83K","-0.15%"
"2015년 05월 21일","1,352,000","1,371,000","1,372,000","1,344,000","144.04K","-1.02%"
"2015년 05월 20일","1,366,000","1,349,000","1,370,000","1,341,000","205.35K","2.09%"
"2015년 05월 19일","1,338,000","1,321,000","1,355,000","1,307,000","173.56K","1.36%"
"2015년 05월 18일","1,320,000","1,335,000","1,335,000","1,309,000","181.39K","-0.45%"
"2015년 05월 17일","1,326,000","1,326,000","1,326,000","1,326,000","0.01K","0.00%"
"2015년 05월 15일","1,326,000","1,355,000","1,356,000","1,321,000","178.29K","-1.04%"
"2015년 05월 14일","1,340,000","1,341,000","1,343,000","1,328,000","169.26K","0.53%"
"2015년 05월 13일","1,333,000","1,349,000","1,349,000","1,326,000","197.22K","0.15%"
"2015년 05월 12일","1,331,000","1,345,000","1,353,000","1,324,000","212.22K","-0.37%"
"2015년 05월 11일","1,336,000","1,360,000","1,360,000","1,336,000","192.56K","-0.15%"
"2015년 05월 10일","1,338,000","1,338,000","1,338,000","1,338,000","-","0.00%"
"2015년 05월 08일","1,338,000","1,366,000","1,370,000","1,338,000","189.23K","-2.34%"
"2015년 05월 07일","1,370,000","1,362,000","1,375,000","1,354,000","192.17K","0.59%"
"2015년 05월 06일","1,362,000","1,390,000","1,391,000","1,356,000","264.93K","-2.71%"
"2015년 05월 05일","1,400,000","1,400,000","1,400,000","1,400,000","0.01K","0.00%"
"2015년 05월 04일","1,400,000","1,407,000","1,423,000","1,397,000","161.38K","-0.71%"
"2015년 05월 03일","1,410,000","1,410,000","1,410,000","1,410,000","0.04K","0.00%"
"2015년 04월 30일","1,410,000","1,385,000","1,418,000","1,379,000","353.94K","1.81%"
"2015년 04월 29일","1,385,000","1,367,000","1,394,000","1,364,000","217.33K","1.39%"
"2015년 04월 28일","1,366,000","1,390,000","1,400,000","1,359,000","313.53K","-2.08%"
"2015년 04월 27일","1,395,000","1,410,000","1,411,000","1,375,000","330.09K","-1.06%"
"2015년 04월 24일","1,410,000","1,449,000","1,455,000","1,400,000","380.85K","-2.83%"
"2015년 04월 23일","1,451,000","1,470,000","1,470,000","1,440,000","184.72K","-0.68%"
"2015년 04월 22일","1,461,000","1,444,000","1,473,000","1,436,000","252.75K","1.18%"
"2015년 04월 21일","1,444,000","1,421,000","1,445,000","1,420,000","236.29K","0.98%"
"2015년 04월 20일","1,430,000","1,446,000","1,448,000","1,423,000","245.62K","-1.38%"
"2015년 04월 19일","1,450,000","1,450,000","1,450,000","1,450,000","0.01K","0.00%"
"2015년 04월 17일","1,450,000","1,477,000","1,478,000","1,447,000","199.85K","-1.83%"
"2015년 04월 16일","1,477,000","1,462,000","1,477,000","1,447,000","209.98K","2.14%"
"2015년 04월 15일","1,446,000","1,460,000","1,470,000","1,427,000","270.86K","-1.90%"
"2015년 04월 14일","1,474,000","1,485,000","1,485,000","1,465,000","188.50K","-0.34%"
"2015년 04월 13일","1,479,000","1,479,000","1,491,000","1,468,000","203.74K","-0.74%"
"2015년 04월 12일","1,490,000","1,490,000","1,490,000","1,490,000","0.08K","0.00%"
"2015년 04월 10일","1,490,000","1,480,000","1,494,000","1,478,000","188.64K","0.47%"
"2015년 04월 09일","1,483,000","1,470,000","1,489,000","1,470,000","169.62K","0.27%"
"2015년 04월 08일","1,479,000","1,470,000","1,485,000","1,460,000","153.76K","1.16%"
"2015년 04월 07일","1,462,000","1,478,000","1,485,000","1,462,000","186.32K","-0.54%"
"2015년 04월 06일","1,470,000","1,443,000","1,490,000","1,435,000","209.99K","2.51%"
"2015년 04월 05일","1,434,000","1,434,000","1,434,000","1,434,000","0.06K","0.00%"
"2015년 04월 03일","1,434,000","1,434,000","1,440,000","1,420,000","122.24K","0.00%"
"2015년 04월 02일","1,434,000","1,434,000","1,440,000","1,423,000","134.48K","0.77%"
"2015년 04월 01일","1,423,000","1,437,000","1,437,000","1,420,000","144.24K","-1.25%"
"2015년 03월 31일","1,441,000","1,449,000","1,452,000","1,430,000","196.20K","0.91%"
"2015년 03월 30일","1,428,000","1,425,000","1,434,000","1,412,000","146.06K","0.49%"
"2015년 03월 27일","1,421,000","1,415,000","1,448,000","1,415,000","310.93K","0.00%"
"2015년 03월 26일","1,421,000","1,450,000","1,456,000","1,421,000","411.78K","-4.31%"
"2015년 03월 25일","1,485,000","1,487,000","1,488,000","1,472,000","180.31K","0.61%"
"2015년 03월 24일","1,476,000","1,455,000","1,478,000","1,455,000","171.29K","0.61%"
"2015년 03월 23일","1,467,000","1,462,000","1,474,000","1,458,000","154.98K","0.20%"
"2015년 03월 22일","1,464,000","1,464,000","1,464,000","1,464,000","-","0.00%"
"2015년 03월 20일","1,464,000","1,475,000","1,480,000","1,460,000","242.85K","-0.41%"
"2015년 03월 19일","1,470,000","1,510,000","1,510,000","1,470,000","248.25K","-2.20%"
"2015년 03월 18일","1,503,000","1,496,000","1,506,000","1,486,000","243.94K","0.40%"
"2015년 03월 17일","1,497,000","1,470,000","1,500,000","1,460,000","272.16K","1.84%"
"2015년 03월 16일","1,470,000","1,458,000","1,487,000","1,455,000","179.39K","0.89%"
"2015년 03월 15일","1,457,000","1,457,000","1,457,000","1,457,000","0.05K","0.00%"
"2015년 03월 13일","1,457,000","1,461,000","1,479,000","1,455,000","181.90K","0.69%"
"2015년 03월 12일","1,447,000","1,460,000","1,473,000","1,447,000","366.05K","-1.83%"
"2015년 03월 11일","1,474,000","1,419,000","1,479,000","1,418,000","407.47K","3.73%"
"2015년 03월 10일","1,421,000","1,434,000","1,443,000","1,420,000","174.95K","0.07%"
"2015년 03월 09일","1,420,000","1,440,000","1,440,000","1,420,000","141.99K","-1.53%"
"2015년 03월 08일","1,442,000","1,442,000","1,442,000","1,442,000","0.03K","0.00%"
"2015년 03월 06일","1,442,000","1,414,000","1,449,000","1,406,000","234.49K","1.41%"
"2015년 03월 05일","1,422,000","1,439,000","1,443,000","1,417,000","192.13K","-1.04%"
"2015년 03월 04일","1,437,000","1,411,000","1,440,000","1,410,000","231.21K","1.34%"
"2015년 03월 03일","1,418,000","1,435,000","1,437,000","1,406,000","251.32K","-0.35%"
"2015년 03월 02일","1,423,000","1,375,000","1,423,000","1,367,000","425.60K","4.86%"
